Date,Store_ID,Product_ID,Units_Sold,Price,Discount,Revenue
2025-08-01,S3,P136,2,9.59,0.21,15.1522
2025-08-01,S3,P155,8,21.87,0.18,143.46720000000002
2025-08-01,S3,P75,4,21.26,0.03,82.4888
2025-08-01,S3,P12,9,9.56,0.22,67.11120000000001
2025-08-01,S3,P193,1,38.68,0.1,34.812
2025-08-01,S4,P188,7,7.09,0.23,38.2151
2025-08-01,S4,P111,8,24.82,0.19,160.83360000000002
2025-08-01,S4,P82,4,31.06,0.09,113.0584
2025-08-01,S4,P79,3,29.97,0.1,80.919
2025-08-01,S4,P176,1,15.93,0.23,12.2661
2025-08-01,S4,P50,6,5.41,0.11,28.889400000000002
2025-08-01,S4,P140,4,19.65,0.19,63.666
2025-08-01,S4,P29,4,35.13,0.1,126.46800000000002
2025-08-01,S4,P187,1,17.08,0.0,17.08
2025-08-01,S4,P58,5,15.94,0.08,73.32400000000001
2025-08-01,S4,P159,2,3.41,0.04,6.5472
2025-08-01,S4,P95,6,26.46,0.03,153.9972
2025-08-01,S5,P131,7,14.94,0.14,89.9388
2025-08-01,S5,P121,7,19.74,0.22,107.78039999999999
2025-08-01,S5,P198,4,34.36,0.16,115.44959999999999
2025-08-01,S5,P73,7,34.28,0.07,223.1628
2025-08-01,S5,P154,4,6.68,0.21,21.1088
2025-08-01,S5,P193,1,6.25,0.17,5.1875
2025-08-01,S5,P73,3,31.04,0.13,81.01440000000001
2025-08-01,S5,P79,5,12.62,0.24,47.955999999999996
2025-08-01,S5,P52,6,33.76,0.09,184.3296
2025-08-01,S5,P97,4,28.32,0.09,103.0848
2025-08-01,S5,P190,4,32.9,0.03,127.65199999999999
2025-08-01,S5,P113,9,26.49,0.22,185.9598
2025-08-01,S5,P63,2,15.29,0.23,23.546599999999998
2025-08-01,S5,P64,6,23.17,0.06,130.6788
2025-08-01,S6,P62,8,33.77,0.22,210.72480000000002
2025-08-01,S6,P89,8,3.66,0.22,22.8384
2025-08-01,S6,P29,7,3.92,0.1,24.695999999999998
2025-08-01,S6,P142,4,16.48,0.06,61.9648
2025-08-01,S6,P172,2,23.76,0.04,45.6192
2025-08-01,S6,P167,9,17.52,0.07,146.6424
2025-08-01,S6,P95,1,28.28,0.07,26.3004
2025-08-01,S7,P80,6,34.73,0.01,206.2962
2025-08-01,S7,P195,9,19.02,0.18,140.3676
2025-08-01,S7,P116,8,25.57,0.18,167.7392
2025-08-01,S7,P102,1,25.33,0.1,22.797
2025-08-01,S7,P117,8,9.12,0.1,65.664
2025-08-01,S7,P52,4,20.85,0.24,63.38400000000001
2025-08-01,S7,P151,9,18.38,0.2,132.33599999999998
2025-08-01,S7,P138,9,23.24,0.01,207.0684
2025-08-01,S7,P161,2,13.02,0.25,19.53
2025-08-01,S7,P129,1,35.73,0.17,29.655899999999995
2025-08-01,S7,P36,6,16.14,0.03,93.9348
2025-08-01,S7,P54,1,21.07,0.13,18.3309
2025-08-01,S7,P23,7,25.13,0.21,138.9689
2025-08-01,S7,P157,4,9.44,0.09,34.3616
2025-08-01,S8,P164,7,37.62,0.1,237.00599999999997
2025-08-01,S8,P45,2,29.36,0.09,53.4352
2025-08-01,S8,P190,8,12.34,0.14,84.8992
2025-08-01,S8,P176,1,10.4,0.02,10.192
2025-08-01,S8,P70,8,31.97,0.09,232.7416
2025-08-01,S8,P179,6,16.06,0.16,80.94239999999998
2025-08-01,S8,P167,4,30.51,0.08,112.27680000000001
2025-08-01,S8,P25,4,6.77,0.02,26.5384
2025-08-01,S8,P12,1,14.16,0.15,12.036
2025-08-01,S8,P133,3,7.51,0.22,17.573400000000003
2025-08-01,S8,P103,8,29.35,0.21,185.49200000000002
2025-08-01,S9,P14,7,22.41,0.06,147.4578
2025-08-01,S9,P127,5,21.14,0.08,97.244
2025-08-01,S9,P149,9,15.48,0.03,135.1404
2025-08-01,S9,P95,6,4.72,0.03,27.470399999999998
2025-08-01,S9,P42,3,24.97,0.05,71.16449999999999
2025-08-01,S9,P47,5,32.91,0.13,143.15849999999998
2025-08-01,S9,P39,3,36.46,0.03,106.09859999999999
2025-08-01,S9,P157,2,24.16,0.08,44.4544
2025-08-01,S10,P156,7,16.15,0.18,92.701
2025-08-01,S10,P127,4,15.4,0.22,48.048
2025-08-01,S10,P91,8,22.55,0.24,137.104
2025-08-01,S10,P150,8,20.74,0.2,132.736
2025-08-01,S10,P192,4,12.83,0.04,49.267199999999995
2025-08-01,S10,P30,6,27.28,0.1,147.312
2025-08-01,S10,P104,9,38.15,0.2,274.68
2025-08-02,S1,P155,9,16.0,0.04,138.24
2025-08-02,S1,P3,5,34.02,0.21,134.37900000000002
2025-08-02,S1,P170,5,32.56,0.09,148.14800000000002
2025-08-02,S1,P86,8,37.37,0.08,275.0432
2025-08-02,S1,P191,2,28.88,0.07,53.71679999999999
2025-08-02,S1,P161,9,5.41,0.01,48.2031
2025-08-02,S1,P167,7,13.25,0.12,81.62
2025-08-02,S1,P156,2,13.42,0.02,26.3032
2025-08-02,S2,P75,6,14.83,0.1,80.08200000000001
2025-08-02,S2,P38,1,7.54,0.21,5.9566
2025-08-02,S2,P40,8,35.76,0.22,223.1424
2025-08-02,S2,P74,7,16.04,0.1,101.052
2025-08-02,S2,P114,9,16.29,0.15,124.61849999999998
2025-08-02,S2,P79,2,31.2,0.11,55.536
2025-08-02,S2,P29,1,39.95,0.09,36.3545
2025-08-02,S2,P143,5,36.0,0.23,138.6
2025-08-02,S2,P174,6,24.25,0.21,114.94500000000001
2025-08-02,S2,P51,3,3.78,0.08,10.4328
2025-08-02,S2,P1,9,36.5,0.01,325.215
2025-08-02,S2,P14,6,14.45,0.15,73.695
2025-08-02,S3,P40,9,5.97,0.22,41.9094
2025-08-02,S3,P95,9,30.7,0.07,256.959
2025-08-02,S3,P25,6,5.18,0.18,25.4856
2025-08-02,S3,P103,9,9.41,0.07,78.76169999999999
2025-08-02,S3,P152,4,12.66,0.08,46.5888
2025-08-02,S3,P31,3,37.31,0.23,86.18610000000001
2025-08-02,S4,P44,3,21.33,0.03,62.070299999999996
2025-08-02,S4,P87,2,17.14,0.15,29.138
2025-08-02,S4,P56,7,12.47,0.05,82.9255
2025-08-02,S4,P145,2,18.13,0.05,34.446999999999996
2025-08-02,S4,P97,9,5.81,0.17,43.4007
2025-08-02,S4,P93,5,14.52,0.03,70.422
2025-08-02,S4,P189,3,5.22,0.0,15.66
2025-08-02,S4,P181,5,10.12,0.19,40.986
2025-08-02,S4,P106,1,6.84,0.18,5.6088000000000005
2025-08-02,S5,P191,5,28.86,0.23,111.11100000000002
2025-08-02,S5,P19,4,13.15,0.22,41.028000000000006
2025-08-02,S5,P25,8,37.38,0.11,266.1456
2025-08-02,S5,P188,3,24.89,0.08,68.69640000000001
2025-08-02,S5,P180,1,4.42,0.04,4.2432
2025-08-02,S5,P15,2,5.24,0.22,8.1744
2025-08-02,S5,P49,4,4.36,0.11,15.521600000000001
2025-08-02,S5,P193,1,17.77,0.13,15.4599
2025-08-02,S6,P54,6,37.94,0.13,198.0468
2025-08-02,S6,P23,6,33.21,0.22,155.4228
2025-08-02,S6,P72,7,19.56,0.17,113.64359999999998
2025-08-02,S6,P18,1,22.03,0.2,17.624000000000002
2025-08-02,S6,P42,2,11.19,0.25,16.785
2025-08-02,S6,P138,5,4.57,0.04,21.936
2025-08-02,S7,P108,7,13.96,0.14,84.0392
2025-08-02,S7,P20,9,6.5,0.18,47.970000000000006
2025-08-02,S7,P148,9,33.27,0.0,299.43
2025-08-02,S7,P14,3,9.77,0.12,25.7928
2025-08-02,S7,P44,2,7.91,0.1,14.238000000000001
2025-08-02,S7,P94,8,16.82,0.25,100.92
2025-08-02,S7,P4,6,7.25,0.18,35.67
2025-08-02,S7,P29,8,4.12,0.03,31.9712
2025-08-02,S7,P123,7,37.81,0.05,251.4365
2025-08-02,S7,P176,4,11.9,0.13,41.412
2025-08-02,S8,P159,4,24.11,0.02,94.5112
2025-08-02,S8,P52,6,24.71,0.23,114.16019999999999
2025-08-02,S8,P183,5,32.82,0.03,159.177
2025-08-02,S8,P199,7,35.47,0.05,235.8755
2025-08-02,S8,P30,2,20.09,0.25,30.134999999999998
2025-08-02,S8,P74,7,30.37,0.22,165.8202
2025-08-02,S8,P197,1,34.22,0.07,31.824599999999997
2025-08-02,S8,P8,1,35.81,0.17,29.7223
2025-08-02,S8,P176,8,26.16,0.01,207.1872
2025-08-02,S8,P134,9,39.02,0.07,326.5974
2025-08-02,S8,P112,4,23.85,0.03,92.538
2025-08-02,S8,P168,6,13.1,0.16,66.02399999999999
2025-08-02,S9,P194,1,32.2,0.03,31.234
2025-08-02,S9,P4,8,3.77,0.16,25.3344
2025-08-02,S9,P30,4,19.81,0.12,69.7312
2025-08-02,S9,P58,8,4.23,0.06,31.8096
2025-08-02,S9,P187,1,35.8,0.07,33.294
2025-08-02,S10,P180,9,11.02,0.04,95.21279999999999
2025-08-02,S10,P135,9,7.11,0.06,60.1506
2025-08-02,S10,P132,1,23.73,0.1,21.357
2025-08-02,S10,P85,8,5.06,0.03,39.2656
2025-08-02,S10,P55,9,15.47,0.07,129.4839
2025-08-02,S10,P131,4,36.14,0.17,119.98479999999999
2025-08-03,S1,P24,5,28.2,0.1,126.9
2025-08-03,S1,P39,3,30.98,0.19,75.2814
2025-08-03,S1,P175,5,6.77,0.1,30.464999999999996
2025-08-03,S1,P149,5,37.03,0.23,142.56550000000001
2025-08-03,S1,P108,5,39.92,0.06,187.62400000000002
2025-08-03,S1,P34,6,11.54,0.02,67.8552
2025-08-03,S1,P132,1,14.97,0.21,11.826300000000002
2025-08-03,S1,P55,8,22.17,0.19,143.66160000000002
2025-08-03,S1,P160,8,28.38,0.11,202.0656
2025-08-03,S1,P112,5,32.31,0.1,145.395
2025-08-03,S1,P159,6,13.28,0.05,75.69599999999998
2025-08-03,S1,P125,5,30.8,0.09,140.14000000000001
2025-08-03,S1,P105,8,6.64,0.08,48.8704
2025-08-03,S1,P104,5,8.79,0.17,36.4785
2025-08-03,S2,P53,2,34.26,0.08,63.038399999999996
2025-08-03,S2,P138,4,29.08,0.09,105.85119999999999
2025-08-03,S2,P91,5,34.34,0.08,157.96400000000003
2025-08-03,S2,P68,5,19.76,0.22,77.06400000000001
2025-08-03,S2,P177,5,30.82,0.02,151.018
2025-08-03,S2,P194,9,26.04,0.04,224.98559999999998
2025-08-03,S2,P108,2,19.56,0.23,30.1224
2025-08-03,S3,P119,8,6.82,0.14,46.9216
2025-08-03,S3,P85,7,13.2,0.04,88.704
2025-08-03,S3,P7,4,4.26,0.17,14.143199999999998
2025-08-03,S3,P15,2,4.4,0.24,6.688000000000001
2025-08-03,S3,P104,6,35.33,0.08,195.0216
2025-08-03,S3,P30,6,14.73,0.16,74.2392
2025-08-03,S3,P167,3,11.97,0.19,29.087100000000007
2025-08-03,S3,P195,8,37.33,0.11,265.7896
2025-08-03,S3,P69,3,7.27,0.23,16.793699999999998
2025-08-03,S4,P18,9,12.75,0.05,109.01249999999999
2025-08-03,S4,P151,2,5.62,0.1,10.116
2025-08-03,S4,P82,5,39.05,0.11,173.7725
2025-08-03,S4,P3,2,23.91,0.11,42.5598
2025-08-03,S4,P195,2,21.59,0.08,39.7256
2025-08-03,S4,P129,5,35.44,0.14,152.392
2025-08-03,S4,P12,3,30.84,0.05,87.89399999999999
2025-08-03,S4,P135,2,26.78,0.11,47.668400000000005
2025-08-03,S4,P171,3,25.59,0.18,62.9514
2025-08-03,S4,P81,3,32.91,0.04,94.78079999999999
2025-08-03,S4,P111,8,15.2,0.16,102.14399999999999
2025-08-03,S4,P138,4,30.73,0.13,106.9404
2025-08-03,S4,P75,1,11.37,0.0,11.37
2025-08-03,S4,P22,6,32.34,0.14,166.8744
2025-08-03,S5,P115,3,4.18,0.17,10.408199999999999
2025-08-03,S5,P3,2,23.78,0.16,39.9504
2025-08-03,S5,P134,2,5.53,0.1,9.954
2025-08-03,S5,P167,3,20.64,0.23,47.6784
2025-08-03,S5,P116,8,27.49,0.11,195.72879999999998
2025-08-03,S5,P77,8,4.2,0.15,28.56
2025-08-03,S5,P17,7,15.83,0.05,105.2695
2025-08-03,S5,P92,3,5.58,0.11,14.898600000000002
2025-08-03,S5,P53,9,26.47,0.19,192.96630000000002
2025-08-03,S5,P119,3,25.81,0.05,73.5585
2025-08-03,S5,P25,1,30.48,0.16,25.6032
2025-08-03,S5,P21,2,12.69,0.24,19.2888
2025-08-03,S5,P136,2,14.17,0.21,22.3886
2025-08-03,S6,P62,1,19.19,0.24,14.5844
2025-08-03,S6,P54,4,12.9,0.21,40.764
2025-08-03,S6,P121,2,5.83,0.12,10.2608
2025-08-03,S6,P138,4,15.91,0.11,56.6396
2025-08-03,S6,P190,1,39.04,0.08,35.9168
2025-08-03,S6,P99,4,12.97,0.25,38.910000000000004
2025-08-03,S6,P181,8,20.15,0.15,137.01999999999998
2025-08-03,S6,P68,9,13.14,0.03,114.7122
2025-08-03,S7,P123,1,25.77,0.03,24.9969
2025-08-03,S7,P106,2,31.66,0.05,60.153999999999996
2025-08-03,S7,P131,5,8.78,0.24,33.364
2025-08-03,S7,P72,1,30.26,0.17,25.1158
2025-08-03,S7,P21,7,8.11,0.17,47.119099999999996
2025-08-03,S7,P27,8,13.9,0.0,111.2
2025-08-03,S7,P199,2,34.03,0.15,57.851
2025-08-03,S7,P114,1,38.02,0.06,35.7388
2025-08-03,S7,P46,4,25.72,0.22,80.2464
2025-08-03,S7,P133,4,23.48,0.09,85.4672
2025-08-03,S8,P103,8,15.86,0.15,107.848
2025-08-03,S8,P105,3,17.5,0.13,45.675
2025-08-03,S8,P129,8,23.48,0.21,148.39360000000002
2025-08-03,S8,P115,5,18.3,0.02,89.67
2025-08-03,S8,P19,1,29.01,0.15,24.6585
2025-08-03,S8,P180,9,19.05,0.15,145.73250000000002
2025-08-03,S8,P134,1,4.97,0.24,3.7771999999999997
2025-08-03,S8,P4,8,32.81,0.04,251.98080000000002
2025-08-03,S8,P128,8,21.59,0.04,165.81119999999999
2025-08-03,S8,P5,5,5.53,0.0,27.650000000000002
2025-08-03,S9,P130,3,11.61,0.15,29.6055
2025-08-03,S9,P158,3,22.3,0.22,52.18200000000001
2025-08-03,S9,P10,2,3.18,0.17,5.2788
2025-08-03,S9,P185,6,5.79,0.02,34.0452
2025-08-03,S9,P82,1,20.95,0.2,16.76
2025-08-03,S9,P127,8,20.26,0.06,152.3552
2025-08-03,S9,P89,9,25.75,0.24,176.13
2025-08-03,S9,P100,5,10.85,0.12,47.74
2025-08-03,S9,P60,4,31.56,0.22,98.4672
2025-08-03,S9,P17,2,39.71,0.03,77.0374
2025-08-03,S9,P16,9,7.94,0.22,55.738800000000005
2025-08-03,S9,P56,6,6.04,0.15,30.804000000000002
2025-08-03,S9,P115,8,31.71,0.16,213.0912
2025-08-03,S10,P103,5,22.8,0.2,91.2
2025-08-03,S10,P176,6,14.64,0.14,75.5424
2025-08-03,S10,P183,9,39.32,0.1,318.492
2025-08-03,S10,P74,3,6.69,0.19,16.256700000000002
2025-08-03,S10,P65,1,9.24,0.2,7.392
2025-08-04,S1,P200,6,37.19,0.02,218.67719999999997
2025-08-04,S1,P149,4,4.51,0.02,17.679199999999998
2025-08-04,S1,P14,1,33.18,0.15,28.203
2025-08-04,S1,P120,7,26.92,0.05,179.018
2025-08-04,S1,P163,4,26.89,0.25,80.67
2025-08-04,S2,P192,6,13.82,0.02,81.2616
2025-08-04,S2,P99,1,18.82,0.1,16.938000000000002
2025-08-04,S2,P117,3,39.33,0.18,96.7518
2025-08-04,S2,P18,3,6.54,0.1,17.658
2025-08-04,S2,P152,6,36.69,0.07,204.73019999999997
2025-08-04,S2,P84,9,18.65,0.17,139.3155
2025-08-04,S2,P122,8,33.35,0.22,208.104
2025-08-04,S2,P46,5,20.09,0.0,100.45
2025-08-04,S3,P189,5,36.56,0.22,142.584
2025-08-04,S3,P8,5,8.19,0.15,34.8075
2025-08-04,S3,P72,4,13.09,0.14,45.0296
2025-08-04,S3,P87,2,27.22,0.01,53.895599999999995
2025-08-04,S3,P97,4,7.76,0.02,30.4192
2025-08-04,S3,P97,7,28.47,0.21,157.4391
2025-08-04,S3,P167,3,8.56,0.16,21.571199999999997
2025-08-04,S3,P69,7,15.62,0.17,90.75219999999999
2025-08-04,S3,P59,2,33.05,0.04,63.45599999999999
2025-08-04,S3,P101,9,4.92,0.23,34.095600000000005
2025-08-04,S3,P139,1,11.36,0.14,9.769599999999999
2025-08-04,S4,P199,4,17.56,0.12,61.81119999999999
2025-08-04,S4,P138,9,20.66,0.2,148.752
2025-08-04,S4,P75,9,12.32,0.08,102.0096
2025-08-04,S4,P9,8,21.4,0.04,164.35199999999998
2025-08-04,S4,P97,9,18.56,0.19,135.3024
2025-08-04,S4,P21,5,17.67,0.09,80.39850000000001
2025-08-04,S5,P176,9,30.78,0.02,271.4796
2025-08-04,S5,P163,6,22.51,0.23,103.9962
2025-08-04,S5,P39,2,24.24,0.13,42.1776
2025-08-04,S5,P6,2,19.88,0.05,37.772
2025-08-04,S5,P129,1,19.7,0.24,14.972
2025-08-04,S6,P65,3,37.81,0.17,94.1469
2025-08-04,S6,P169,7,17.13,0.15,101.92349999999999
2025-08-04,S6,P104,1,3.14,0.07,2.9202
2025-08-04,S6,P48,1,22.54,0.1,20.286
2025-08-04,S6,P36,3,4.61,0.05,13.1385
2025-08-04,S6,P107,7,39.23,0.16,230.67239999999995
2025-08-04,S6,P175,4,17.52,0.1,63.072
2025-08-04,S6,P51,2,24.21,0.2,38.736000000000004
2025-08-04,S6,P125,9,28.94,0.23,200.55420000000004
2025-08-04,S6,P24,6,33.79,0.11,180.4386
2025-08-04,S6,P126,8,39.48,0.01,312.68159999999995
2025-08-04,S6,P148,5,23.8,0.06,111.86
2025-08-04,S7,P190,6,12.81,0.03,74.5542
2025-08-04,S7,P132,7,8.69,0.15,51.7055
2025-08-04,S7,P41,1,33.57,0.01,33.2343
2025-08-04,S7,P184,2,20.06,0.2,32.096
2025-08-04,S7,P166,6,24.0,0.2,115.2
2025-08-04,S7,P59,4,16.26,0.02,63.739200000000004
2025-08-04,S7,P62,2,35.23,0.24,53.5496
2025-08-04,S7,P91,5,32.5,0.16,136.5
2025-08-04,S7,P163,6,18.99,0.15,96.84899999999999
2025-08-04,S7,P1,3,15.09,0.19,36.6687
2025-08-04,S7,P87,9,10.85,0.05,92.76749999999998
2025-08-04,S7,P95,2,28.08,0.14,48.297599999999996
2025-08-04,S8,P41,6,13.07,0.02,76.8516
2025-08-04,S8,P178,7,34.57,0.05,229.8905
2025-08-04,S8,P36,4,30.34,0.05,115.29199999999999
2025-08-04,S8,P55,2,5.37,0.06,10.0956
2025-08-04,S8,P197,2,32.76,0.05,62.24399999999999
2025-08-04,S9,P56,7,36.92,0.07,240.34919999999997
2025-08-04,S9,P153,5,33.39,0.13,145.2465
2025-08-04,S9,P171,7,14.32,0.17,83.1992
2025-08-04,S9,P2,6,37.67,0.06,212.4588
2025-08-04,S9,P171,6,10.45,0.22,48.906
2025-08-04,S9,P24,3,39.61,0.04,114.07679999999999
2025-08-04,S10,P191,7,39.59,0.2,221.704
2025-08-04,S10,P80,2,35.28,0.16,59.2704
2025-08-04,S10,P182,3,36.16,0.07,100.88639999999998
2025-08-04,S10,P146,7,3.04,0.15,18.088
2025-08-04,S10,P55,9,10.1,0.16,76.356
2025-08-04,S10,P74,4,24.47,0.17,81.2404
2025-08-04,S10,P173,4,6.3,0.02,24.695999999999998
2025-08-04,S10,P133,6,38.0,0.05,216.6
2025-08-04,S10,P94,5,32.57,0.08,149.822
2025-08-05,S1,P20,7,21.0,0.03,142.59
2025-08-05,S1,P115,4,25.69,0.13,89.4012
2025-08-05,S1,P139,5,26.58,0.22,103.66199999999999
2025-08-05,S1,P94,3,31.81,0.06,89.70419999999999
2025-08-05,S1,P181,1,36.38,0.1,32.742000000000004
2025-08-05,S1,P52,6,5.2,0.15,26.520000000000003
2025-08-05,S1,P142,9,23.26,0.12,184.2192
2025-08-05,S1,P72,3,21.64,0.04,62.3232
2025-08-05,S1,P75,8,17.35,0.03,134.636
2025-08-05,S1,P165,9,17.11,0.21,121.65210000000002
2025-08-05,S1,P182,3,5.66,0.16,14.2632
2025-08-05,S1,P14,8,22.75,0.17,151.06
2025-08-05,S2,P179,2,5.79,0.01,11.4642
2025-08-05,S2,P112,6,19.22,0.14,99.17519999999999
2025-08-05,S2,P60,1,13.26,0.12,11.6688
2025-08-05,S2,P4,4,7.68,0.1,27.648
2025-08-05,S2,P51,1,25.16,0.23,19.3732
2025-08-05,S2,P22,4,8.62,0.04,33.10079999999999
2025-08-05,S2,P94,8,30.31,0.18,198.83360000000002
2025-08-05,S2,P113,8,6.02,0.03,46.715199999999996
2025-08-05,S2,P152,9,29.68,0.16,224.3808
2025-08-05,S2,P9,4,29.75,0.1,107.10000000000001
2025-08-05,S2,P36,6,4.48,0.12,23.654400000000003
2025-08-05,S2,P69,9,5.92,0.07,49.550399999999996
2025-08-05,S3,P107,4,22.9,0.18,75.112
2025-08-05,S3,P25,8,18.24,0.19,118.1952
2025-08-05,S3,P170,2,13.09,0.04,25.1328
2025-08-05,S3,P14,1,11.92,0.17,9.8936
2025-08-05,S3,P178,2,12.05,0.21,19.039
2025-08-05,S3,P154,9,4.76,0.02,41.9832
2025-08-05,S3,P52,2,11.64,0.18,19.0896
2025-08-05,S3,P10,4,17.85,0.18,58.54800000000001
2025-08-05,S3,P167,8,19.1,0.13,132.936
2025-08-05,S3,P150,4,6.98,0.22,21.777600000000003
2025-08-05,S3,P29,8,6.81,0.02,53.39039999999999
2025-08-05,S3,P128,6,17.06,0.22,79.84079999999999
2025-08-05,S3,P130,3,13.89,0.19,33.752700000000004
2025-08-05,S3,P149,5,12.1,0.18,49.61000000000001
2025-08-05,S4,P143,6,22.29,0.23,102.97980000000001
2025-08-05,S4,P32,6,30.81,0.05,175.617
2025-08-05,S4,P44,3,11.42,0.25,25.695
2025-08-05,S4,P9,2,7.38,0.06,13.8744
2025-08-05,S4,P45,4,17.44,0.07,64.8768
2025-08-05,S4,P19,9,7.02,0.19,51.175799999999995
2025-08-05,S4,P161,2,32.3,0.19,52.326
2025-08-05,S4,P3,8,4.85,0.15,32.98
2025-08-05,S4,P64,6,14.71,0.16,74.1384
2025-08-05,S4,P159,6,7.17,0.02,42.1596
2025-08-05,S4,P113,9,25.68,0.04,221.8752
2025-08-05,S5,P185,3,30.17,0.03,87.7947
2025-08-05,S5,P145,2,11.07,0.1,19.926000000000002
2025-08-05,S5,P160,7,9.39,0.06,61.7862
2025-08-05,S5,P60,3,11.62,0.15,29.631
2025-08-05,S5,P163,5,30.68,0.17,127.322
2025-08-05,S5,P6,1,9.9,0.22,7.722
2025-08-05,S5,P42,8,6.51,0.08,47.9136
2025-08-05,S5,P196,1,7.1,0.2,5.68
2025-08-05,S5,P97,4,32.67,0.18,107.15760000000002
2025-08-05,S5,P145,5,16.81,0.22,65.559
2025-08-05,S5,P136,2,15.04,0.04,28.876799999999996
2025-08-05,S5,P179,5,18.54,0.15,78.79499999999999
2025-08-05,S5,P124,4,23.19,0.16,77.9184
2025-08-05,S6,P135,1,8.98,0.21,7.094200000000001
2025-08-05,S6,P17,3,9.61,0.09,26.2353
2025-08-05,S6,P107,2,10.34,0.18,16.9576
2025-08-05,S6,P158,7,10.63,0.04,71.43360000000001
2025-08-05,S6,P47,5,8.04,0.06,37.788
2025-08-05,S7,P1,1,4.34,0.25,3.255
2025-08-05,S7,P83,2,16.29,0.07,30.299399999999995
2025-08-05,S7,P49,6,32.29,0.24,147.2424
2025-08-05,S7,P97,3,30.75,0.07,85.79249999999999
2025-08-05,S7,P27,7,16.87,0.06,111.0046
2025-08-05,S7,P97,8,20.51,0.19,132.90480000000002
2025-08-05,S7,P186,8,8.87,0.15,60.315999999999995
2025-08-05,S7,P29,6,7.03,0.12,37.1184
2025-08-05,S7,P117,8,25.63,0.03,198.88879999999997
2025-08-05,S8,P189,5,39.85,0.04,191.28
2025-08-05,S8,P174,4,18.8,0.13,65.424
2025-08-05,S8,P118,7,10.9,0.07,70.95899999999999
2025-08-05,S8,P44,9,39.96,0.08,330.8688
2025-08-05,S8,P50,4,16.89,0.03,65.5332
2025-08-05,S8,P151,3,16.81,0.1,45.38699999999999
2025-08-05,S8,P44,4,27.3,0.23,84.084
2025-08-05,S8,P18,3,19.96,0.13,52.095600000000005
2025-08-05,S9,P15,3,19.84,0.04,57.139199999999995
2025-08-05,S9,P48,8,13.3,0.24,80.864
2025-08-05,S9,P53,2,22.89,0.12,40.2864
2025-08-05,S9,P7,1,22.52,0.08,20.7184
2025-08-05,S9,P102,7,26.11,0.12,160.83759999999998
2025-08-05,S10,P146,6,37.47,0.24,170.8632
2025-08-05,S10,P26,3,8.17,0.21,19.3629
2025-08-05,S10,P136,5,30.01,0.13,130.54350000000002
2025-08-05,S10,P31,7,18.74,0.02,128.55639999999997
2025-08-05,S10,P185,1,9.34,0.24,7.0984
2025-08-05,S10,P43,5,26.06,0.17,108.14899999999999
2025-08-05,S10,P143,2,10.59,0.19,17.1558
2025-08-05,S10,P98,9,32.4,0.24,221.61599999999999
2025-08-05,S10,P17,9,14.5,0.24,99.18
2025-08-05,S10,P19,1,27.42,0.13,23.855400000000003
2025-08-05,S10,P55,6,21.02,0.11,112.24680000000001
2025-08-06,S1,P178,1,35.34,0.22,27.565200000000004
2025-08-06,S1,P138,5,35.79,0.07,166.4235
2025-08-06,S1,P120,9,34.96,0.15,267.44399999999996
2025-08-06,S1,P56,9,24.53,0.17,183.2391
2025-08-06,S1,P180,9,24.25,0.07,202.9725
2025-08-06,S1,P10,9,34.43,0.12,272.6856
2025-08-06,S1,P60,3,22.69,0.24,51.733200000000004
2025-08-06,S1,P47,6,29.33,0.23,135.50459999999998
2025-08-06,S2,P44,4,17.81,0.0,71.24
2025-08-06,S2,P47,4,32.63,0.11,116.1628
2025-08-06,S2,P64,7,22.75,0.08,146.51000000000002
2025-08-06,S2,P64,6,16.57,0.16,83.5128
2025-08-06,S2,P172,8,13.56,0.07,100.8864
2025-08-06,S2,P47,9,28.22,0.05,241.28099999999998
2025-08-06,S2,P105,3,22.53,0.05,64.2105
2025-08-06,S2,P77,8,6.16,0.11,43.8592
2025-08-06,S2,P21,1,18.57,0.18,15.227400000000001
2025-08-06,S2,P184,1,36.05,0.09,32.805499999999995
2025-08-06,S2,P105,5,4.02,0.21,15.879
2025-08-06,S3,P148,2,11.77,0.11,20.950599999999998
2025-08-06,S3,P3,7,11.79,0.13,71.8011
2025-08-06,S3,P22,5,39.34,0.18,161.29400000000004
2025-08-06,S3,P65,5,4.3,0.04,20.64
2025-08-06,S3,P30,2,9.35,0.02,18.326
2025-08-06,S3,P126,9,5.84,0.09,47.829600000000006
2025-08-06,S4,P185,9,20.17,0.01,179.71470000000002
2025-08-06,S4,P14,6,5.77,0.03,33.581399999999995
2025-08-06,S4,P180,1,37.79,0.17,31.365699999999997
2025-08-06,S4,P4,4,16.56,0.01,65.57759999999999
2025-08-06,S4,P103,2,32.22,0.2,51.552
2025-08-06,S4,P120,6,39.28,0.24,179.1168
2025-08-06,S5,P176,8,30.2,0.05,229.51999999999998
2025-08-06,S5,P67,4,18.35,0.01,72.66600000000001
2025-08-06,S5,P41,9,31.25,0.24,213.75
2025-08-06,S5,P86,4,39.16,0.15,133.14399999999998
2025-08-06,S5,P74,2,38.27,0.17,63.528200000000005
2025-08-06,S5,P139,6,19.01,0.06,107.2164
2025-08-06,S5,P122,2,7.16,0.17,11.8856
2025-08-06,S5,P117,1,20.6,0.07,19.158
2025-08-06,S5,P137,7,27.94,0.13,170.15460000000002
2025-08-06,S5,P52,2,26.47,0.21,41.8226
